root,meaning,derivative,derivative meaning,language,form,dictionary
*reu̯s-{1},to rummage,"aksl. (+) rušǫ, rušiti ‘zerstören, vernichten’",NYI,NYI,NYI,liv
*seHdʰ-{1},"to reach the goal, to succeed","ved. sā́dhati ‘läßt gelingen’, Med. ‘gelangt zum Ziel’",NYI,NYI,NYI,liv
*sed-,to sit down,"ved. Konj. sádathas ‘werdet euch setzen’{2}, [ásadat ‘hat sich gesetzt’",NYI,NYI,NYI,liv
*seg̑ʰ-,"overpower, get control of","?ved. Ptz. Med. pra-sahāná- RV 10,99,2 ‘besiegend’, ?2s Konj. sáhas RV 1,174,8 ‘wirst überwinden’{2}",NYI,NYI,NYI,liv
*seh₁-,"‘press, insert’ → ‘sow’",?[lat. sēuī ‘säte’{2},NYI,NYI,NYI,liv
*seh₁p-{1},perceive (through taste),"osk. sipus ‘wissend’, volsk. sepu{2}",NYI,NYI,NYI,liv
*seh₂g/g̑-,to follow a trail,"[air. -saig ‘geht (einer Sache) nach, sucht’{4}",NYI,NYI,NYI,liv
*sei̯b-,let flow; let run,"gr. ep. εἴβω ‘lasse fließen’, Med. ‘rinne herab’{1}",NYI,NYI,NYI,liv
*sei̯k-,reach,"[gr. ἵκετο ‘gelangte hin, erreichte’",NYI,NYI,NYI,liv
*sei̯kʷ-,pour out,[ved. ásicat ‘hat ausgegossen’,NYI,NYI,NYI,liv
*sek-,"dry up, become dried up (intransitive)","[gr. ἔσκετο φωνή Il. 17,696 ‘die Stimme stockte’",NYI,NYI,NYI,liv
*sekH-{1},"abtrennen’: 1. ‘cut’, 2. ‘distinguish",[lat. secuī ‘schnitt ab’{2},NYI,NYI,NYI,liv
*selg̑-{1},"let go, dispatch","?[heth. salkzi ‘knetet, vermengt’{2}",NYI,NYI,NYI,liv
*selh₁-{1},take,[gr. εἷλον ‘nahm’{2},NYI,NYI,NYI,liv
*selh₂-,become gracious,[gr. ἵλαμαι /hĭlă-/ (h. Hom.) ‘stimme gnädig’{2},NYI,NYI,NYI,liv
*selk-{0},to pull/draw/move,[toch.B Med. sälkāte ‘zog heraus’,NYI,NYI,NYI,liv
*semH-{1},to scoop/draw,air. 3p doe-smet ‘gießen aus’{2},NYI,NYI,NYI,liv
*sengʷ-,"fall down, go under, sink",arm. ankaw ‘fiel’{1},NYI,NYI,NYI,liv
*sengʷʰ-{1},"sing, proclaim","?[gr. hom. ἑάφθη ‘sang, klang’{1a}",NYI,NYI,NYI,liv
*senh₂-,"to achieve, to catch","heth. sanahzi ‘sucht’, 3p sanhanzi{1}",NYI,NYI,NYI,liv
*sent-,‘gehen’ → ‘wahrnehmen’ (?) [UNKNOWN],"lat. sentiō, -īre ‘wahrnehmen, fühlen’",NYI,NYI,NYI,liv
*sep-,"treat, respect","[ved. sápati ‘pflegt, ehrt, kümmert sich’",NYI,NYI,NYI,liv
*serh₃-,(to go against) with hostile intent,"heth. sarhieddu ‘soll angreifen, soll überfallen’{2}",NYI,NYI,NYI,liv
*serk/k̑-,"repair, make up for","heth. sarnikzi, [sarninkanzi ‘ersetzen, entschädigen’{0}",NYI,NYI,NYI,liv
*serp-,"crawl, sneak","ved. sárpati ‘kriecht, schleicht’",NYI,NYI,NYI,liv
*ses-,"rest, sleep","heth. seszi, sasanzi ‘schläft, schlafen’{1}",NYI,NYI,NYI,liv
*seu̯h₁-{1},"drive, keep in motion","?[heth. suwezzi, suwanzi ‘stoßen, verbannen’{2}",NYI,NYI,NYI,liv
*seu̯k̑-{1},to suck,"[lat. sūgō, -ere ‘saugen’{2}",NYI,NYI,NYI,liv
*seu̯p-{1},to throw,"[urslav. *suchъ, *sъpe ‘ich/er schüttete, streute’{2}",NYI,NYI,NYI,liv
*sh₂ei̯-{1},"bind, tie","?aav. a-ŋ́haiiā Y. 32,16 ‘werde binden (?)’{2}",NYI,NYI,NYI,liv
*sh₂eu̯-{1},"pour, rain","[heth. suhhai, suhhanzi ‘schütten, ausstreuen’{3}",NYI,NYI,NYI,liv
*si̯eu̯H-{1},sew,"lat. suō, -ere ‘nähen’{2}",NYI,NYI,NYI,liv
*sk/k̑eh₁tʰ-{1},damage,got. (+) ga-skaþjan ‘schaden’{2},NYI,NYI,NYI,liv
*skabʰ-{1},"scratch, scrape","lat. scabō, -ere ‘kratzen, reiben’{2}",NYI,NYI,NYI,liv
*skek-{1},"move quickly, jump","ahd. (+) gi-skehan ‘geschehen; zuteil werden’{2}, mhd. schehen ‘eilen, dahinjagen’",NYI,NYI,NYI,liv
*skelH-{1},"slit, split",[heth. iskallāri ‘schlitzt’{2},NYI,NYI,NYI,liv
*skeu̯h₂-{1},"poking, pushing",heth. iskunant- ‘befleckt’; 3s Prät. iskunahhis ‘kennzeichnete’{2},NYI,NYI,NYI,liv
*sk̑eH-{1},"shimmer, shine",[got. (+) skeinan ‘scheinen’{2},NYI,NYI,NYI,liv
*sk̑ʰeh₂-{1},"to cut open, to skin","ved. -chyáti ‘schindet, zieht (Haut) ab’",NYI,NYI,NYI,liv
*sk̑ʰei̯d-{1},"split, separate, tear","ved. 1p Inj. mā́ chedma RV 1,109,3 ‘daß wir nicht (etw.) zerreißen!’{1a}",NYI,NYI,NYI,liv
*sleg/g̑-{1},slacken,[gr. λαγγών EM ‘Feigling’{2},NYI,NYI,NYI,liv
*sleh₁g/g̑-{1},come to an end,"gr. λήγω ‘höre auf, lasse ab, ende’",NYI,NYI,NYI,liv
*sleh₂gʷ-{1},"take, seize","[gr. ἔλ(λ)αβον ‘ergriff, nahm’{2}",NYI,NYI,NYI,liv
*slei̯g̑-,"smear, smooth out","[air. -slig, -slegar ‘schmieren, schlagen’{2}",NYI,NYI,NYI,liv
*slenkʷ-{1},glide,"an. (+) slyngva ‘schwingen, schleudern’; ahd. slingan ‘verfallen’{2}",NYI,NYI,NYI,liv
*sleu̯bʰ-{1},"glide, slip","[ae. slūpan ‘schlüpfen’{2}; [got. (+) sliupan ‘schleichen, schlüpfen’{3}",NYI,NYI,NYI,liv
*sleu̯k-{1},swallow,"[air. -sluic*, slocait; mkymr. llync- ‘schlucken’",NYI,NYI,NYI,liv
*smei̯-{1},"laugh, smile",[ved. smáyate ‘lächelt’,NYI,NYI,NYI,liv
*smerd-{1},(bad) smell,?[lit. smardyti ‘übelriechend machen’{2},NYI,NYI,NYI,liv
*sneh₁-,to spin,gr. äol. 3s Ipf. ἔννη ‘spann’{2}; [gr. νῇ ‘spinnt’{3},NYI,NYI,NYI,liv
*snei̯gʷʰ-,"stick, remain stuck",[ved. (KS) asnihat ‘ist (niedergestreckt) liegen geblieben’{2},NYI,NYI,NYI,liv
*snerk-{1},"contract, loop",ahd. in-snerahan ‘anbinden’{2},NYI,NYI,NYI,liv
*sneu̯-{1},"(liquid) to well up, to drip","ved. snuvanti TS 2,1,4,8 ‘lassen Milch strömen’{2}",NYI,NYI,NYI,liv
*sneu̯H-{1},"turn, twist","[got. sniwan ‘eilen’, [ae. snēowan ‘eilen’{3}; [an. snúa ‘winden, drehen’{4}",NYI,NYI,NYI,liv
*sneu̯bʰ-{1},marry (by the woman),"lat. nūbō, -ere ‘(einen Mann) heiraten’",NYI,NYI,NYI,liv
*spek̑-,"look, watch, spy","[jav. hispōsa- ‘betrachten, spähen’{2}",NYI,NYI,NYI,liv
*sperdʰ-{1},to run away,heth. isparzasta ‘entkam’{3},NYI,NYI,NYI,liv
*sperg̑ʰ-,hurry up,"[aav. a-spərəzatā Y. 31,16 ‘strebt, bemüht sich’{1}",NYI,NYI,NYI,liv
*speu̯d-,hurry up,gr. σπεύδω ‘beeile mich; treibe an’,NYI,NYI,NYI,liv
*spti̯eu̯H-{1},"spitting, to spit",[ved. (GB) aṣṭhaviṣam ‘habe gespuckt’{2},NYI,NYI,NYI,liv
*spʰeh₁-{1},"goals correspondingly achieved, succeed",ved. (AVP) sphāyātai ‘soll fett werden’,NYI,NYI,NYI,liv
*spʰerH-{1},(with the foot) to push,ved. mā́ ápa sphariṣ ‘stoße nicht weg!’{2},NYI,NYI,NYI,liv
*spʰerh₂g-{1},"hiss, crackle",ved. (AV) -sphū́rjati ‘kracht’,NYI,NYI,NYI,liv
*srebʰ-,to slurp,[arm. arbi ‘trank’{1},NYI,NYI,NYI,liv
*sreu̯-,"flow, stream","ved. srávati ‘strömt, fließt’",NYI,NYI,NYI,liv
*stebʰ-{1},to solidify,"?[lit. stembù, (stèbti) ‘in Erstaunen geraten’{2}",NYI,NYI,NYI,liv
*steh₂-{1},"where to step, to position oneself","ved. ásthāt ‘ist getreten, hat sich hingestellt’{2}",NYI,NYI,NYI,liv
*stei̯gʰ-,"climb, stride","[gr. ἔστιχον ‘stieg, ging, zog’",NYI,NYI,NYI,liv
*stel-{1},"set up, prepare","gr. στέλλω ‘mache fertig, rüste aus, schicke’{2}",NYI,NYI,NYI,liv
*stembʰH-{1},"to support oneself, to brace oneself",ved. ástambhit ‘hat gestützt’{2},NYI,NYI,NYI,liv
*sten-{1},groan,ai. (ep.) stanant-/ni-ṣṭanant- ‘stöhnend’{2},NYI,NYI,NYI,liv
*stengʷ-,to push / to collide,"lat. ex-, re-stinguō, -ere ‘auslöschen’, di- ‘trennen’{1}",NYI,NYI,NYI,liv
*ster-{1},niederstrecken’{1a} [UNKNOWN],ved. ástar ‘hat niedergestreckt’,NYI,NYI,NYI,liv
*sterg-,to worry about,"gr. στέργω ‘liebe, mag’",NYI,NYI,NYI,liv
*sterh₃-,"to spread out, to expand",ved. (AV) astariṣ ‘hast hingebreitet’{1},NYI,NYI,NYI,liv
*steu̯-,bekannt sein; preisen,[heth. istuwāri ‘wird bekannt’{2},NYI,NYI,NYI,liv
*strengʰ-{1},to twist together,"lat. stringō, -ere ‘schnüren, zusammenbinden’{2}",NYI,NYI,NYI,liv
*streu̯-,to scatter,"lat. struō, -ere ‘schichten, aufbauen’{1}",NYI,NYI,NYI,liv
*streu̯g-,"to paint, to wipe",?gr. στρεύγομαι ‘bin erschöpft’{1},NYI,NYI,NYI,liv
*su̯eh₂d-{1},become tasty,"[gr. εὔαδε, ἅδε ‘gefiel’{2}",NYI,NYI,NYI,liv
*su̯enh₂-,"to sound, to ring","ved. Ipf. ásvanit RV 4,27,3 ‘tönte, schrie’{1}",NYI,NYI,NYI,liv
*su̯ep-,to fall asleep,"heth. Akt. 2p Ipv. supten, Med. 3s Ind. suppa ‘einschlafen’{2}",NYI,NYI,NYI,liv
*teh₂g/g̑-{1},"touch, grasp","?[alat. Konj. tagam, at-tigās{2}",NYI,NYI,NYI,liv
*tei̯h₁-{1},become hot,"heth. zēari ‘ist gar, kocht’{3}",NYI,NYI,NYI,liv
*tekʷ-,"run, flow",[heth. wa-tkuzzi ‘(ent)springt’{1},NYI,NYI,NYI,liv
*tek̑-{1},"procreate, give birth","[gr. ἔτεκον, -όμην ‘gebar, erzeugte; brachte hervor’",NYI,NYI,NYI,liv
*telH-{1},become still,air. -tuili ‘schläft’,NYI,NYI,NYI,liv
*telh₂-{1},"keep, take upon oneself","[gr. ἔτλην, dor. ἔτλᾱν ‘ertrug; wagte’{2}; [ἐτάλασσα ‘wagte’{3}",NYI,NYI,NYI,liv
*telp-{1},Create space,"?[air. -tella ‘gibt Raum, ermöglicht’{2}",NYI,NYI,NYI,liv
*tem-{1},reach,?[toch.A Med. tamät ‘wurde geboren’{2},NYI,NYI,NYI,liv
*temH-{1},"becoming exhausted, fainting",ved. Konj. tamat unpers. ‘soll (mich) erschöpfen’{2},NYI,NYI,NYI,liv
*temh₁-{1},to cut,"[gr. ἔταμον, att. ἔτεμον ‘schnitt’{2}",NYI,NYI,NYI,liv
*temk-{1},"to solidify, to curdle","[heth. tamekzi (Stamm tamenk-) ‘anheften, anschmiegen’{2}",NYI,NYI,NYI,liv
*temp-{1},"tense, stretch","[lit. tempiù, (teh₁pti) ‘spannen, dehnen’",NYI,NYI,NYI,liv
*ten-{1},"to tighten, to stretch","ved. átan ‘hat gespannt, ausgebreitet’{4}",NYI,NYI,NYI,liv
*tens-{1},to pull/draw/move,got. (+) -þinsan ‘ziehen’,NYI,NYI,NYI,liv
*ter-{1},speak,"heth. taranzi ‘sagen, sprechen’{2}",NYI,NYI,NYI,liv
*terd-,"pierce, split",ved. Konj. (abhí) tárdas ‘wirst öffnen’,NYI,NYI,NYI,liv
*tergʷ-{1},"threaten, frighten","ai. (ep.) tarjati ‘droht, schmäht’",NYI,NYI,NYI,liv
*terh₁-{1},"drill, rub","[gr. τείρω ‘reibe auf, erschöpfe’{3}",NYI,NYI,NYI,liv
*terh₂-{1},"get through, cross over","heth. tarahmi, Prät. tarhun ‘überwinden, können’{2}",NYI,NYI,NYI,liv
*terh₃-{1},wound,[gr. hom. ἔτορε ‘durchbohrte’{2},NYI,NYI,NYI,liv
*terkʷ-{1},to rotate,"heth. tarukzi, tarkuanzi ‘tanzen’{2}",NYI,NYI,NYI,liv
*ters-,wither; become thirsty,"ved. tr̥ṣāṇá- ‘durstig’, [(AV) mā́ tr̥ṣat ‘soll nicht durstig werden’",NYI,NYI,NYI,liv
*tetk̑-{1},"generate, produce",[ved. átakṣat ‘hat geschaffen’{3},NYI,NYI,NYI,liv
*teu̯h₂-{1},"‘swell, to become strong’{1a}","ved. út taviti RV 10,59,1 ‘erstarkt’{1b}",NYI,NYI,NYI,liv
*th₂eu̯s-{1},"to be silent, to be quiet",heth. tuhussiyezzi ‘sieht ruhig zu’{2},NYI,NYI,NYI,liv
*ti̯egʷ-,to withdraw oneself,"ved. tyajāmahe AVP (Kashm.) 20,14,4 ‘wir geben uns hin’{2}",NYI,NYI,NYI,liv
*tk/k̑en-{1},"to deliver a blow, to injure",[ved. mā́ kṣaṇiṣṭhās ‘verletze dich nicht!’{4},NYI,NYI,NYI,liv
*tk̑ei̯-,"Practice agriculture, settle, live.","ved. kṣéti ‘wohnt, verweilt’, kṣiyánti ‘wohnen’",NYI,NYI,NYI,liv
*treh₁u̯-{1},"raise, nourish","[ahd. triuuit ‘ragt vor, gedeiht’{2}",NYI,NYI,NYI,liv
*treh₃g/g̑-,gnaw,[gr. τραγεῖν ‘zernagen’{1},NYI,NYI,NYI,liv
*trem-,tremble (with fear),"[gr. τρέμω ‘zittere, bebe’",NYI,NYI,NYI,liv
*trenk-{1},to urge,"?[air. *-tréici ‘verläßt, gibt auf’{2}, mkymr. trenghit, -threingk ‘vergeht’{3}",NYI,NYI,NYI,liv
*tres-,(tremble) from fear,"?[lit. -trįsù, (-trìsti) ‘unruhig werden’{1}",NYI,NYI,NYI,liv
*treu̯H-{1},"to wear out, to consume","aksl. (+) -trovǫ, (-truti) ‘verbrauchen’{2}",NYI,NYI,NYI,liv
*treu̯d-,to push / to collide,"lat. trūdō, -ere ‘(weg)stoßen, drängen’",NYI,NYI,NYI,liv
*tu̯ei̯s-{1},"to arouse, to shock","ved. átviṣur RV 10,56,4 ‘sind entbrannt’,## [atviṣanta RV 8,94,7 ‘sind entbrannt’{2}",NYI,NYI,NYI,liv
*tu̯ek-{1},be visible,"heth. dukkāri ‘ist sichtbar, wird gesehen; ist wichtig’{2}",NYI,NYI,NYI,liv
*tu̯em-{0},to swell,"[lat. tumēscō, -ere ‘anschwellen’",NYI,NYI,NYI,liv
*tu̯enk-{1},"to pressure, to squeeze in","as. (+) thwingan ‘bedrängen’, ahd. dwingan ‘zwingen’{2}",NYI,NYI,NYI,liv
*tu̯er-{1},"stir up, excite, drive","[gr. ὀ-τρῡ́νω ‘treibe an, fordere auf’{2}",NYI,NYI,NYI,liv
*tu̯erH-{1},to grasp/ to comprehend/ to understand,"lit. tveriù, (tvérti) ‘fassen, ergreifen; umzäunen; ausharren’{2}",NYI,NYI,NYI,liv
*tu̯erk̑-{1},"carving, cutting","[jav. θβərəsaiti ‘schnitzt, gestaltet’",NYI,NYI,NYI,liv
*tʰengʰ-{1},to pull/draw/move,[aksl. (+) -tęže ‘zog’,NYI,NYI,NYI,liv
*u̯ebʰ-{1},"wrap, weave",heth. wepta ‘webte’{1a},NYI,NYI,NYI,liv
*u̯ed-{1},gush forth; well up; spring up; emanate; originate,ved. unátti ‘befeuchtet’{3},NYI,NYI,NYI,liv
*u̯edʰ-{1},lead,"air. fedid ‘führt, trägt, bringt’{3}",NYI,NYI,NYI,liv
*u̯edʰh₁-{1},to push / to collide,"ved. ávadhit ‘hat geschlagen, hat erschlagen’{2}",NYI,NYI,NYI,liv
*u̯egʷ-{1},make wet,[toch.B Konj. ewkäṃ ‘wird fließen lassen’{2},NYI,NYI,NYI,liv
*u̯eg̑-{1},"become cheerful, lively, vigorous","?[lat. uigeō, -ere ‘lebenskräftig sein’{2}",NYI,NYI,NYI,liv
*u̯eg̑ʰ-,float; drive,"ved. Akt. Ipv. 2d voḷhám, Med. 3s Opt. uhita, Ptz. úhāna- ‘bringen, fahren’{2}",NYI,NYI,NYI,liv
*u̯eh₂-{1},"turn, turn oneself","heth. wēhzi, wahhuweni ‘sich wenden’{2}",NYI,NYI,NYI,liv
*u̯eh₂dʰ-{1},to step through,"[lat. uādō, -ere ‘gehen, schreiten’",NYI,NYI,NYI,liv
*u̯eh₂g/g̑-,"break, shatter",toch.A wākä[t] ‘zerbrach (intr.)’{2},NYI,NYI,NYI,liv
*u̯eh₂g̑-{1},cover,"lit. vóžiu, (vóžti) ‘stülpen, decken’",NYI,NYI,NYI,liv
*u̯ei̯d-,to catch sight of,lat. uīdī ‘sah’{1},NYI,NYI,NYI,liv
*u̯ei̯g-{1},"to be set in motion, to move away",ved. mā́ abhí vikta ‘soll nicht umkippen’,NYI,NYI,NYI,liv
*u̯ei̯h₁-,"direct one's attention to, strive for","ved. vāti (Ipv. vīhí) ‘wendet sich zu, trachtet nach, verfolgt, …’{1}",NYI,NYI,NYI,liv
*u̯ei̯k̑-{1},"going into, entering",ved. ní aviśran ‘haben sich niedergelassen’{2},NYI,NYI,NYI,liv
*u̯ei̯p-,to get into a swinging/trembling movement,"ved. vipāná- RV 8,6,29 ‘in Erregung geraten’{1}",NYI,NYI,NYI,liv
*u̯ekʷ-,to say,aav. 3s Ipv. ūcąm ‘soll gesagt werden’{0},NYI,NYI,NYI,liv
*u̯ek̑-,"wish, desire","ved. váṣṭi, 1p uśmási ‘wünschen, wollen’",NYI,NYI,NYI,liv
*u̯elh₁-{0},(aus)wählen,"ved. avuri ‘habe gewählt’{1}, Konj. Akt. várat",NYI,NYI,NYI,liv
*u̯elh₁bʰ-{1},confuse (through puzzles),ved. (VS) úpa valhāmasi ‘geben als Rätsel auf’{3},NYI,NYI,NYI,liv
*u̯elh₃-{1},to hit,"heth. walahzi, walhanzi ‘schlagen’{3}",NYI,NYI,NYI,liv
*u̯elp-{1},hope to draw,"gr. ἔλπομαι ‘hoffe, erwarte’{2}",NYI,NYI,NYI,liv
*u̯emh₁-,vomit,"ved. avamit ‘spie aus’, (TS) vámiti ‘speit aus’",NYI,NYI,NYI,liv
*u̯en-,"overwhelm, win",ved. Konj. vanate ‘soll gewinnen’{2},NYI,NYI,NYI,liv
*u̯enH-{1},to grow fond of,?heth. wenzi ‘beschläft’{2},NYI,NYI,NYI,liv
*u̯endʰ-{1},(to) wind (around),toch.B wänträ ‘verhüllt sich (?)’{2},NYI,NYI,NYI,liv
*u̯erH-{1},to be hot,heth. urāni ‘brennt’{3},NYI,NYI,NYI,liv
*u̯ergʷ-{1},to throw,[aksl. -vrъgъ ‘warf’,NYI,NYI,NYI,liv
*u̯erg̑ʰ-,"(to) tie, (to) fasten","[aksl. -vrěsъ, -vrъze ‘band’{1}",NYI,NYI,NYI,liv
*u̯erh₁-,to say,"pal. wērti ‘spricht’, heth. Redepartikel -wa(r)",NYI,NYI,NYI,liv
*u̯erp-,hin- und herdrehen (?) [UNKNOWN],"heth. warapzi, war(ap)panzi ‘waschen, baden; reiben’{2}",NYI,NYI,NYI,liv
*u̯ert-,to turn around,ved. avart ‘hat sich gedreht’{2},NYI,NYI,NYI,liv
*u̯et-,to be familiar with,ved. Opt. ápi vatema ‘wären wir doch vertraut mit!’,NYI,NYI,NYI,liv
*u̯eth₂-{1},to say,[lat. uetuī ‘verbat’{2},NYI,NYI,NYI,liv
*u̯i̯eh₁-{1},"wrap, envelop",[ved. ávyat ‘hat umhüllt’{2},NYI,NYI,NYI,liv
*u̯i̯ekʷ-{1},"wind, wrap around","[np. gunǰ- ‘in sich aufnehmen, Raum gewähren’{3}",NYI,NYI,NYI,liv
*u̯lei̯kʷ-{1},moisten,toch.A Inf. lyiktsi ‘waschen’,NYI,NYI,NYI,liv
*u̯reg-{1},follow a trail,"ved. vrájant- ‘gehend, wandernd’{3}",NYI,NYI,NYI,liv
*u̯reh₁-{1},find,[gr. εὗρον ‘fand’{2},NYI,NYI,NYI,liv
*u̯reh₁g̑-,"break, tear (intransitive)","gr. ἔρρηξα ‘(zer)riß, brach (tr., selten intr.)’{1}",NYI,NYI,NYI,liv
*u̯rei̯k̑-,turn; wrap,[ae. (+) wrion ‘einhüllen’,NYI,NYI,NYI,liv
*u̯remb-,(to) turn,gr. ῥέμβομαι ‘umherschweifen’{1},NYI,NYI,NYI,liv
*u̯reng-{1},"twist, (re)shape","lat. ringor, ringī ‘den Mund aufsperren’{2}",NYI,NYI,NYI,liv
1.*reu̯dʰ-{1},make red,air. -roind ‘rot färben’,NYI,NYI,NYI,liv
1.*k/k̑er-,"to jump, to swing","?[gr. σκαίρω ‘springe, hüpfe, tanze’{2}",NYI,NYI,NYI,liv
1.*kep-{1},"hacking, chopping","[gr. κόπτω ‘schlage, haue; ermüde (tr.)’{2}",NYI,NYI,NYI,liv
1.*mer-{1},"think of, remember","jav. Opt. (?) mairiiāt̰ V. 3,33 ‘soll sich erinnern’{1a}",NYI,NYI,NYI,liv
1.*pelH-{1},speak publicly,?[gr. ἀπειλέω ‘drohe’{2},NYI,NYI,NYI,liv
1.*teu̯d-,to push / to collide,[got. (+) stautan ‘stoßen’{1},NYI,NYI,NYI,liv
1.*bʰeh₂-{1},"shine, glow, sparkle","ved. bhā́ti ‘glänzt, strahlt’",NYI,NYI,NYI,liv
1.*bʰeu̯g-,"escape, get free","?[jav. būjat̰ Yt. 4,3 ‘befreit’{2}",NYI,NYI,NYI,liv
1.*bʰleu̯H-{1},overflow,"[gr. att. φλέει ‘fließt über’; [φλύει ‘sprudelt, kocht über’{2}",NYI,NYI,NYI,liv
1.*bʰreu̯H-{1},"bubble, fizz, gush",[ae. (+) brēowan ‘brauen’,NYI,NYI,NYI,liv
1.*deh₁-,to bind,[gr. ἔδησα ‘band’{1},NYI,NYI,NYI,liv
1.*dei̯k̑-,"show, indicate","ved. ádiṣṭa ‘hat gezeigt’{2}, [Ptz. diśánt-, diśámāna- ‘zeigend’{2a}",NYI,NYI,NYI,liv
1.*demh₂-{1},"(to) join, build","hluw. Prät. tamata, tamanta ‘baute, bauten’{3}",NYI,NYI,NYI,liv
1.*dreh₂-{1},(to) run away,ved. Ipv. drā́tu ‘soll laufen’{2},NYI,NYI,NYI,liv
1.*drem-{1},(where) to run,[gr. ἔδραμον ‘lief’{2},NYI,NYI,NYI,liv
1.*dʰreu̯-,"call out, announce",arm. 3s Med. erdowaw ‘schwor’{1},NYI,NYI,NYI,liv
1.*dʰreu̯gʰ-{1},"deceive, mislead","ved. 3p Inj. abhí druhan ‘betrügen’{2}, [(AV) 2s abhí druhas",NYI,NYI,NYI,liv
1.*gu̯el-{1},"devour, swallow",[arm. ekowl ‘verschlang’{2},NYI,NYI,NYI,liv
1.*gʷelH-{1},"torment, sting",?[arm. kełem ‘quäle’{3},NYI,NYI,NYI,liv
1.*g̑ʰer-{1},"Find pleasure, desire","?[altumbr. Ptz. heruse’ ‘dem, der gewünscht hat’{2}",NYI,NYI,NYI,liv
1.*h₁ai̯-{1},give; take,"toch. Konj. B āyu, A em ‘werde geben’{2}",NYI,NYI,NYI,liv
1.*h₁es-{1},"dasein, to be","heth. ēszi, asanzi ‘ist, sind’{2}; kluw. āsta ‘war’, hluw. asti ‘ist’, lyk. esi, hãti ‘ist, sind’",NYI,NYI,NYI,liv
1.*h₁reh₁-{1},ask,gr. hom. Konj. ἐρείομεν ‘laßt uns fragen’{2},NYI,NYI,NYI,liv
1.*h₂eg̑-{0},to drive,ved. ī́jate ‘treibt’{2},NYI,NYI,NYI,liv
1.*h₂er-{0},to fit (together),?[ved. sám aranta ‘fügen sich zusammen’{2},NYI,NYI,NYI,liv
1.*h₂et-{1},"go, hike",ved. atasi ‘wanderst’,NYI,NYI,NYI,liv
1.*h₂u̯es-{1},(in the morning) to become light,ved. ví … āvas ‘ist (eben) hell geworden’{2},NYI,NYI,NYI,liv
1.*h₃ed-,begin to smell,[gr. ion. att. ὄζω ‘rieche’{2},NYI,NYI,NYI,liv
1.*h₃ep-{1},produce; manufacture; create; establish,"[pälign. *omni- in pälign. PPP omnitu, osk. Perf. úmbn[? ‘hat erworben’{2}",NYI,NYI,NYI,liv
1.*i̯eh₂-{0},"move on, drive","ved. yā́ti ‘fährt, zieht dahin’{1}",NYI,NYI,NYI,liv
1.*i̯eu̯-{1},"hold tight, pull towards oneself, connect",ved. yuvāná- ‘festhaltend’{2},NYI,NYI,NYI,liv
1.*k/k̑ers-{1},run/walk,"lat. currō, -ere ‘laufen’",NYI,NYI,NYI,liv
1.*keh₂-{1},to desire,"ved. Ptz. kā́yamāna- RV 3,9,2 ‘begehrend’",NYI,NYI,NYI,liv
1.*keh₂u̯-{1},"to light, burn","[gr. καίω ‘zünde an, verbrenne etw.’{2}",NYI,NYI,NYI,liv
1.*kerH-{1},remember with praise,ved. akāriṣam ‘habe (soeben) gerühmt’{2},NYI,NYI,NYI,liv
1.*kert-{1},"spin, twist",ved. út kr̥ṇatti ‘spinnt’{1a},NYI,NYI,NYI,liv
1.*kʷei̯-{1},"perceive, notice","[ved. cā́yati ‘nimmt wahr, bemerkt, beachtet’, ápa-cāyati ‘beachtet, respektiert, ehrt’, Med. (RV) cā́yamāna- ‘sich betrachtend als’{3}",NYI,NYI,NYI,liv
1.*k̑ei̯-,"to lie, to be situated","kluw. ziyar(i)1, lyk. sijeni/sijẽni ‘liegt’{1a}, [pal. kitar, heth. kitta(ri)2, lyk. sitẽni2a ‘liegt’",NYI,NYI,NYI,liv
1.*k̑el-{1},hide,?[air. -celt ‘verbarg’{2},NYI,NYI,NYI,liv
1.*k̑erh₂-{1},"break, shatter (intransitive)",ved. (AV) aśarit ‘zerbrach (etw.)’{2},NYI,NYI,NYI,liv
1.*leh₂-{1},barking,ved. rā́yati ‘bellt’,NYI,NYI,NYI,liv
1.*lei̯H-{1},snuggle up,"ved. láyate ‘schmiegt sich, haftet an’{2}",NYI,NYI,NYI,liv
1.*lei̯p-{1},"stick, remain stuck","?[ved. ní alipsata RV 1,191 ‘sind verschwunden’{2}",NYI,NYI,NYI,liv
1.*lei̯t-{1},(weg)gehen,"[toch.B lita, A lit ‘ging weg’{2}",NYI,NYI,NYI,liv
1.*leu̯g-,"solve, break",ved. (VS) mā́ rok ‘zerbrich nicht!’{2},NYI,NYI,NYI,liv
1.*med-{1},"measure, ensure compliance, take care","[gr. μήδομαι ‘erwäge, ersinne, beschließe’{3}; [μέδω ‘herrsche, walte’, μέδομαι ‘sorge (für), bin bedacht’",NYI,NYI,NYI,liv
1.*mei̯-{1},to fasten,"ved. minóti ‘befestigt, errichtet’",NYI,NYI,NYI,liv
1.*mei̯H-{1},"become small, disappear","ved. minā́ti, minánti ‘mindern, schädigen’",NYI,NYI,NYI,liv
1.*meldʰ-{1},"letting go of, abandoning",ved. [3s Konj. ná mr̥dhāti ‘wird nicht im Stich lassen’,NYI,NYI,NYI,liv
1.*men-,grasp a thought,ved. 3s Med. ámata ‘hat an etw. gedacht’{1},NYI,NYI,NYI,liv
