root,meaning,derivative,derivative meaning,language,form,dictionary
2.*demh₂-,subdue,"gr. Ptz. δάμαντ-2 z.B. in ἀνδρο-δάμας, [ἐδάμασ(σ)α ‘bändigte’{3}",NYI,NYI,NYI,liv
2.*demh₂-,make docile,"gr. Ptz. δάμαντ-2 z.B. in ἀνδρο-δάμας, [ἐδάμασ(σ)α ‘bändigte’{3}",NYI,NYI,NYI,liv
2.*dʰembʰ-{1},"(brand)bestatten"" [UNKNOWN]",gr. θάπτω ‘(brand)bestatte’,NYI,NYI,NYI,liv
2.*gʷelH-{1},trickle,?ai. klass. galati ‘träufelt herab’{2},NYI,NYI,NYI,liv
2.*gʷelH-{1},seep,?ai. klass. galati ‘träufelt herab’{2},NYI,NYI,NYI,liv
2.*h₁es-{0},throw,"ved. 3p Inj. ví asan RV 4,3,11 ‘werfen auseinander’{1}",NYI,NYI,NYI,liv
2.*h₁es-{0},shoot,"ved. 3p Inj. ví asan RV 4,3,11 ‘werfen auseinander’{1}",NYI,NYI,NYI,liv
2.*h₁reh₁-{1},rowing,?gr. myk. Inf. e-re-e /ereen/ ‘rudern’{2},NYI,NYI,NYI,liv
2.*h₂er-,acquire,arm. ar̄i ‘nahm’,NYI,NYI,NYI,liv
2.*h₂u̯es-,(ver)weilen,"?heth. huiszi ‘lebt, bleibt am Leben’, Ipv. huēs{1}",NYI,NYI,NYI,liv
2.*h₂u̯es-,die Nacht verbringen,"?heth. huiszi ‘lebt, bleibt am Leben’, Ipv. huēs{1}",NYI,NYI,NYI,liv
2.*h₃ed-{1},begin to hate,lat. ōdī ‘hasse’,NYI,NYI,NYI,liv
2.*i̯eh₂-{1},to request,ved. yā́mi ‘ich bitte’{2},NYI,NYI,NYI,liv
2.*i̯eh₂-{1},to strive for,ved. yā́mi ‘ich bitte’{2},NYI,NYI,NYI,liv
2.*keh₂u̯-{1},beat,[gr. κέασσαι ‘spalten’{2},NYI,NYI,NYI,liv
2.*kʷei̯-,stack,"ved. ví acet ‘hat geschieden, hat verteilt’{2}, [(YVp) acaiṣam ‘habe geschichtet, gesammelt’{3}",NYI,NYI,NYI,liv
2.*lei̯p-,crave,gr. λίπτω ‘begehre’,NYI,NYI,NYI,liv
2.*med-{1},become full,"[ved. mándati ‘erfreut, berauscht’{2}",NYI,NYI,NYI,liv
2.*med-{1},become satisfied,"[ved. mándati ‘erfreut, berauscht’{2}",NYI,NYI,NYI,liv
2.*mei̯-{1},switch; exchange,ved. ví mayante ‘wechseln sich ab (?)’{2},NYI,NYI,NYI,liv
2.*mei̯H-{1},mature,[heth. miyari ‘wird geboren’{2},NYI,NYI,NYI,liv
2.*men-,bleiben,"?[heth. mimmai, mimmanzi ‘zurückweisen’{2}",NYI,NYI,NYI,liv
2.*men-,warten,"?[heth. mimmai, mimmanzi ‘zurückweisen’{2}",NYI,NYI,NYI,liv
2.*nem-,to lean,"ved. námate ‘neigt sich, beugt sich’, Akt. námati ‘neigt (etwas), beugt’{2}",NYI,NYI,NYI,liv
2.*pekʷ-{1},trust,"toch.B paktär ‘vertraut’, 3p pkwäntär{2}",NYI,NYI,NYI,liv
2.*per-,equalize,"jav. fra-pərənaoiti A. 3,10-12 ‘beschlagnahmt (zum Ausgleich)’{2}",NYI,NYI,NYI,liv
2.*per-,balance,"jav. fra-pərənaoiti A. 3,10-12 ‘beschlagnahmt (zum Ausgleich)’{2}",NYI,NYI,NYI,liv
2.*peth₂-,(to) fly (up),?[arm. ən-tʽacʽaw ‘lief’{2},NYI,NYI,NYI,liv
2.*peth₂-,(to) take off,?[arm. ən-tʽacʽaw ‘lief’{2},NYI,NYI,NYI,liv
2.*peu̯H-{1},rotting,"ved. (YV) pū́yati ‘fault, stinkt’{2}",NYI,NYI,NYI,liv
2.*peu̯H-{1},stinking,"ved. (YV) pū́yati ‘fault, stinkt’{2}",NYI,NYI,NYI,liv
2.*reh₁-{1},count,"[lat. reor, rēri ‘berechnen, meinen’{2}",NYI,NYI,NYI,liv
2.*reh₁-{1},calculate,"[lat. reor, rēri ‘berechnen, meinen’{2}",NYI,NYI,NYI,liv
2.*seg/g̑-{1},salves,heth. iskiyanzi ‘salben’,NYI,NYI,NYI,liv
2.*sel-{1},reside,"lat. soleō, -ēre ‘gewohnt sein, zu tun pflegen’{2}",NYI,NYI,NYI,liv
2.*sel-{1},linger,"lat. soleō, -ēre ‘gewohnt sein, zu tun pflegen’{2}",NYI,NYI,NYI,liv
2.*ser-{1},string together,"[lat. serō, -ere ‘anreihen, anknüpfen’; [osk. Inf. (manim) a-serum ‘(Hand) anlegen’",NYI,NYI,NYI,liv
2.*ser-{1},link,"[lat. serō, -ere ‘anreihen, anknüpfen’; [osk. Inf. (manim) a-serum ‘(Hand) anlegen’",NYI,NYI,NYI,liv
2.*smer-{1},to receive a share,gr. μείρομαι ‘bekomme Anteil an’,NYI,NYI,NYI,liv
2.*strei̯g-,penetrate,"[lit. stringù, (strìgti) ‘eindringen, stecken bleiben’",NYI,NYI,NYI,liv
2.*strei̯g-,get stuck,"[lit. stringù, (strìgti) ‘eindringen, stecken bleiben’",NYI,NYI,NYI,liv
2.*su̯er-{1},pain,"ahd. (+) sweran ‘schmerzen, schwären’",NYI,NYI,NYI,liv
2.*su̯er-{1},ulcerate,"ahd. (+) sweran ‘schmerzen, schwären’",NYI,NYI,NYI,liv
2.*teh₂-{1},thaw,"arm. tʽanam ‘benetze, tauche etw. ein’{2}",NYI,NYI,NYI,liv
2.*teh₂-{1},melt,"arm. tʽanam ‘benetze, tauche etw. ein’{2}",NYI,NYI,NYI,liv
2.*teng/g̑-,dünken,"got. (+) þugkjan ‘dünken, scheinen’",NYI,NYI,NYI,liv
2.*teng/g̑-,scheinen (unpers.) [UNKNOWN],"got. (+) þugkjan ‘dünken, scheinen’",NYI,NYI,NYI,liv
2.*teu̯s-{1},to be/become empty,jav. tusən ‘verlieren (die Fassung)’; bal. tus- ‘verlassen werden’,NYI,NYI,NYI,liv
2.*trep-,to turn/turning,"heth. teripzi, terippanzi ‘pflügen’{1}",NYI,NYI,NYI,liv
2.*u̯ei̯k-{1},defeat,lat. uīcī ‘(be)siegte’{2},NYI,NYI,NYI,liv
2.*u̯el-{1},roll,arm. egel ‘drehte’{2},NYI,NYI,NYI,liv
2.*u̯elH-,(to) roll,[got. (+) wulan ‘sieden’{1},NYI,NYI,NYI,liv
2.*u̯elH-,surge,[got. (+) wulan ‘sieden’{1},NYI,NYI,NYI,liv
2.*u̯erg̑-{1},wirkung,aav. varəš ‘hast getan’{2},NYI,NYI,NYI,liv
2.*u̯erg̑-{1},machen,aav. varəš ‘hast getan’{2},NYI,NYI,NYI,liv
2.*u̯ers-{1},emerge,ved. ā́ vr̥ṣásva ‘ermanne dich!’{2},NYI,NYI,NYI,liv
2.*u̯es-{1},(ver)kaufen,"?toch.B wasa, A wäs ‘gab’{2}",NYI,NYI,NYI,liv
3.*kʷei̯-,Accept penance,"ved. cáyate ‘straft, treibt (Buße, Schuld) ein’{2}",NYI,NYI,NYI,liv
3.*kʷei̯-,punish,"ved. cáyate ‘straft, treibt (Buße, Schuld) ein’{2}",NYI,NYI,NYI,liv
3.*leh₂-{1},to hide oneself,"aksl. lajǫ, (lajati) ‘auflauern, nachstellen’",NYI,NYI,NYI,liv
3.*sel-,to creep; to sneak,?ved. tsárati ‘schleicht (an)’{1},NYI,NYI,NYI,liv
3.*u̯er-{1},observe,"toch.B warṣṣäṃ, A wräṣ ‘riecht (intr.)’{2}",NYI,NYI,NYI,liv
3.*u̯erg̑-{1},to shear,arm. gerci ‘schor’,NYI,NYI,NYI,liv
3.*u̯es-{1},graze,?[heth. wesiyattari ‘weidet’,NYI,NYI,NYI,liv
3.*u̯es-{1},pasture,?[heth. wesiyattari ‘weidet’,NYI,NYI,NYI,liv
3.*u̯es-{1},consume,?[heth. wesiyattari ‘weidet’,NYI,NYI,NYI,liv
?*reh₁s-{1},to plunge,"alb. 3s ra, 1s rash‘ ‘fiel; schlug’{2}",NYI,NYI,NYI,liv
?*rei̯d-{1},(to) lean (oneself),"gr. ἐρείδω ‘lehne an, stemme, stütze’",NYI,NYI,NYI,liv
?*krei̯-{1},describe a circle.,"lit. skrejù, (skriẽti) ‘einen Kreis beschreiben; kreisen’{2},## lett. skreju, (skrìet) ‘laufen, rennen, fliegen’{3}",NYI,NYI,NYI,liv
?*tegʷʰ-{1},to crown,"gr. στέφω ‘bekränze, umkränze, umschließe’",NYI,NYI,NYI,liv
?*tegʷʰ-{1},to encircle,"gr. στέφω ‘bekränze, umkränze, umschließe’",NYI,NYI,NYI,liv
?*Heu̯-{1},to weave,ved. váyati ‘webt’{2},NYI,NYI,NYI,liv
?*Hu̯eRdʰ-{1},grow big/strong,"ved. vr̥dhánt-, vr̥dhāná- ‘wachsend’{2}",NYI,NYI,NYI,liv
?*Ki̯eh₂p-{1},to rot,"gr. σήπεται ‘verfault, vermodert’",NYI,NYI,NYI,liv
?*KrepH-{1},crash,"[lat. crepuī ‘klapperte, krachte’{2}",NYI,NYI,NYI,liv
?*bʰRenk̑-{1},to fall off,"[ved. mā́ bhraśat RV 10,173,1 ‘soll nicht abfallen!’",NYI,NYI,NYI,liv
?*bʰeh₁-{1},to warm,"hd. (+) bien ‘bähen, durch Umschläge wärmen’{2}",NYI,NYI,NYI,liv
?*bʰelH-{1},to boom,"ae. bellan ‘brüllen’, ahd. bellan ‘bellen’{3}",NYI,NYI,NYI,liv
?*bʰeld-{1},knock,"[lit. béldžiu, (bélsti) ‘klopfen, pochen’",NYI,NYI,NYI,liv
?*bʰelk-{1},support,"lat. fulciō, -īre ‘stützen (durch Balken usw.)’",NYI,NYI,NYI,liv
?*bʰen-{1},get sick,aav. bąnaiiən ‘sie machen krank’{3},NYI,NYI,NYI,liv
?*bʰend-{1},to rejoice,ved. bhandate ‘fühlt sich glücklich’{2},NYI,NYI,NYI,liv
?*bʰerdʰ-{1},erbeuten,"[gr. ἔπραθον ‘erbeutete, nahm ein’",NYI,NYI,NYI,liv
?*bʰerdʰ-{1},einnehmen’{1a} [UNKNOWN],"[gr. ἔπραθον ‘erbeutete, nahm ein’",NYI,NYI,NYI,liv
?*bʰergʰ-{1},pay attention,"got. (+) bairgan ‘bergen, verwahren’{1a}",NYI,NYI,NYI,liv
?*bʰergʰ-{1},preserve,"got. (+) bairgan ‘bergen, verwahren’{1a}",NYI,NYI,NYI,liv
?*bʰes-{1},(to) chew,ved. Konj. bhásat ‘soll kauen’,NYI,NYI,NYI,liv
?*bʰlei̯d-{1},swollen,[gr. ἔφλιδεν· διέρρεεν Hsch. ‘zerfloß’,NYI,NYI,NYI,liv
?*bʰlei̯d-{1},overflowing,[gr. ἔφλιδεν· διέρρεεν Hsch. ‘zerfloß’,NYI,NYI,NYI,liv
?*bʰlendʰ-{1},become dull,"[lit. blendžiù, (blę̃sti) ‘schlafen; mit Mehl anrühren’{3}",NYI,NYI,NYI,liv
?*bʰleu̯dh₂-{1},to dissolve,[gr. ἐκ-φλυνδάνει Hp. ‘bricht auf (Geschwür)’{2},NYI,NYI,NYI,liv
?*bʰleu̯k-{1},to become pale,?[kymr. blyng- ‘zornig werden’{2},NYI,NYI,NYI,liv
?*bʰredʰ-{1},to wade,"[lit. bredù, (brìsti) ‘waten’",NYI,NYI,NYI,liv
?*bʰrei̯Hk-{1},to stand up,"gr. φρῑ́σσει ‘sträubt (sich), starrt (vor etwas)’",NYI,NYI,NYI,liv
?*bʰrend-{1},swell,"[air. do:e-prinn ‘quillt hervor, sprudelt’{2}",NYI,NYI,NYI,liv
?*bʰreu̯Hg/g̑-{1},use,"got. brūkjan, [ae. (+) brūcan ‘brauchen’",NYI,NYI,NYI,liv
?*bʰreu̯k-{1},to paint; to stripe,"lit. brukù, (brùkti) ‘hineindrängen, -drücken; Flachs brechen’",NYI,NYI,NYI,liv
?*bʰreu̯k̑-{1},to scrape off,"[ursl. *brъse ‘rasierte, schabte’{2}",NYI,NYI,NYI,liv
?*derHgʰ-{1},tug,"alb. dial. nordgeg. djerg ‘fällt hin, liegt darnieder’{2}",NYI,NYI,NYI,liv
?*derbʰ-{1},(bunch of grass) tie together,"ved. Ptz. f. dr̥bhánti- ŚB 7,2,3,2 ‘Büschel formend’",NYI,NYI,NYI,liv
?*derdʰ-{1},(to) fall asleep,[gr. hom. ἔδραθε ‘schlief’{2},NYI,NYI,NYI,liv
?*deu̯s-{1},to need,"gr. ion. att. δέω, äol. ep. δεύομαι ‘ermangele, bedarf, bin unterlegen’{2}",NYI,NYI,NYI,liv
?*deu̯s-{1},to lack,"gr. ion. att. δέω, äol. ep. δεύομαι ‘ermangele, bedarf, bin unterlegen’{2}",NYI,NYI,NYI,liv
?*dreg̑ʰ-,grieve,"an. trega ‘betrüben, bekümmern’{2}",NYI,NYI,NYI,liv
?*dreu̯H-{1},cut down,"ved. (RV) drūṇāná- ‘niederschneidend’{2}, (MS) druṇāti ‘schädigt’",NYI,NYI,NYI,liv
?*du̯ei̯s-,hate,"ved. dvāṣṭi ‘feindet an, haßt’",NYI,NYI,NYI,liv
?*du̯ei̯s-,antagonize,"ved. dvāṣṭi ‘feindet an, haßt’",NYI,NYI,NYI,liv
?*dʰeh₂g/g̑-{1},hone,"gr. θήγω, dor. θᾱ́γω ‘schärfe, wetze’",NYI,NYI,NYI,liv
?*dʰeu̯dʰ-{1},to shake,"ved. Ptz. dódhant- ‘tobend, widerspenstig, wild’",NYI,NYI,NYI,liv
?*dʰeu̯dʰ-{1},to rock,"ved. Ptz. dódhant- ‘tobend, widerspenstig, wild’",NYI,NYI,NYI,liv
?*dʰreb-{1},bump,"an. drepa ‘schlagen, töten’, ahd. (+) treffan ‘schlagen, treffen’",NYI,NYI,NYI,liv
?*dʰreb-{1},meet,"an. drepa ‘schlagen, töten’, ahd. (+) treffan ‘schlagen, treffen’",NYI,NYI,NYI,liv
?*dʰreu̯b-{1},drop,an. (+) drjúpa ‘tropfen’,NYI,NYI,NYI,liv
?*dʰu̯er-{1},injure,"[ved. dhū́rvati ‘beschädigt, verletzt’{2}",NYI,NYI,NYI,liv
?*geRg̑ʰ-{1},to complain,ved. 3p gr̥hate ‘klagen’{2},NYI,NYI,NYI,liv
?*geu̯-{1},multiply; increase,"jav. gūnaoiti Yt. 10,16 ‘vermehrt’",NYI,NYI,NYI,liv
?*geu̯H-{1},to gain,"[lett. gūnu, (gut) ‘fangen, erlangen’{2}, [lit. gáunu, (gáuti) ‘erlangen, bekommen’",NYI,NYI,NYI,liv
?*grenth₂-{1},to tie,"ved. grathnā́ti ‘knüpft, verbindet’{2}",NYI,NYI,NYI,liv
?*grenth₂-{1},to connect,"ved. grathnā́ti ‘knüpft, verbindet’{2}",NYI,NYI,NYI,liv
?*grenth₂-{1},to link,"ved. grathnā́ti ‘knüpft, verbindet’{2}",NYI,NYI,NYI,liv
?*gʰers-{1},to be glad,"ved. hárṣate ‘(er)freut sich, ist erregt’{2}",NYI,NYI,NYI,liv
?*gʰeu̯s-,(Sounds) hear,aav. 3s Med. gūstā ‘hört’{2},NYI,NYI,NYI,liv
?*g/g̑ʰeHb-{1},take.,[umbr. habe (< *habed) ‘hat ergriffen’,NYI,NYI,NYI,liv
?*g/g̑ʰei̯g/g̑ʰ-{0},lechzen [UNKNOWN],"ved. jāhamāna- ‘(mit offenem Mund) keuchend, lechzend’{1}",NYI,NYI,NYI,liv
?*gʰedʰ-{1},(to) meet,"gr. myk. ke-ke-tu-wo-e /kʰekʰ(e)tʰwohes/ ‘zusammengeschlossen, vereinigt’{1a}",NYI,NYI,NYI,liv
?*gʰedʰ-{1},unite,"gr. myk. ke-ke-tu-wo-e /kʰekʰ(e)tʰwohes/ ‘zusammengeschlossen, vereinigt’{1a}",NYI,NYI,NYI,liv
?*gʰei̯dʰ-{1},expect,"[apr. gēide, gieidi ‘sie warten’{2},## lit. geidžiù, (geĩsti) ‘wünschen, begehren’",NYI,NYI,NYI,liv
?*gʰeldʰ-{1},pay,got. (+) -gildan ‘vergelten’{2},NYI,NYI,NYI,liv
?*gʰeldʰ-{1},atone,got. (+) -gildan ‘vergelten’{2},NYI,NYI,NYI,liv
?*gʰrei̯bʰ-{1},to grab/to grasp/to seize,"got. (+) greipan ‘greifen, ergreifen’",NYI,NYI,NYI,liv
?*gʷelh₃-{1},want,"[gr. „achäisch“2, westion. hom. βόλομαι ‘will, wünsche, ziehe vor’{3}",NYI,NYI,NYI,liv
?*gʷrem-{1},rushing,"gr. βρέμω ‘brause, rausche, tose’",NYI,NYI,NYI,liv
?*gʷrem-{1},roaring,"gr. βρέμω ‘brause, rausche, tose’",NYI,NYI,NYI,liv
?*g̑u̯elgʰ-{1},to look at,"[lit. žvelgiù, (žvel̃gti) ‘blicken, hinschauen’; [lit. žvìlgu, (žvilgė́ti) ‘glänzen, schimmern’",NYI,NYI,NYI,liv
?*g̑ebʰ-{1},chew,"alit. žėbmi ‘esse langsam, kaue’{2}",NYI,NYI,NYI,liv
?*g̑eu̯H-{1},to set oneself in quick motion,ved. junā́ti ‘treibt zur Eile’,NYI,NYI,NYI,liv
?*g̑i̯eH-{1},to rob,"ved. jinā́ti ‘bringt um etw., beraubt’",NYI,NYI,NYI,liv
?*g̑i̯eH-{1},to deprive,"ved. jinā́ti ‘bringt um etw., beraubt’",NYI,NYI,NYI,liv
?*g̑rei̯-{1},to extend,ved. jráyati ‘erstreckt sich’,NYI,NYI,NYI,liv
?*g̑ʰeH-{1},change body position,"[ved. jíhite ‘bewegt sich, geht, weicht (zurück)’{3}",NYI,NYI,NYI,liv
?*g̑ʰeH-{1},move,"[ved. jíhite ‘bewegt sich, geht, weicht (zurück)’{3}",NYI,NYI,NYI,liv
?*g̑ʰeRH-{1},to be angry,"ved. hr̥ṇitā ‘zürnt, grollt’{2}",NYI,NYI,NYI,liv
?*g̑ʰneu̯-{1},to be ashamed,"ved. 2d ápi hnutas ‘sie verleugnen’, Med. apahnuvā ‘verleugne’",NYI,NYI,NYI,liv
?*g̑ʰrei̯H-{1},to curl one's lips,"ved. Ptz. (?) á-hrayāṇa- ‘dreist, frech’{2}",NYI,NYI,NYI,liv
?*g̑ʰrei̯H-{1},to be embarrassed,"ved. Ptz. (?) á-hrayāṇa- ‘dreist, frech’{2}",NYI,NYI,NYI,liv
?*h₁eg/g̑H-{1},(er)mangeln,toch.B Konj. yäknāntär ‘sollen vernachlässigen’{2},NYI,NYI,NYI,liv
?*h₁elh₂-{1},drift,"?arm. eli ‘ich ging hinaus, ging hinauf’{2}",NYI,NYI,NYI,liv
?*h₁elh₂-{1},go where,"?arm. eli ‘ich ging hinaus, ging hinauf’{2}",NYI,NYI,NYI,liv
?*h₁elk-{1},feel bad,"[lit. álkstu, (álkti) ‘hungern’{3}",NYI,NYI,NYI,liv
?*h₁erh₂-{1},to love,gr. ἔραμαι ‘liebe’,NYI,NYI,NYI,liv
?*h₁erk-{1},to cut into pieces,"[lat. erciscō, -ere ‘(die Erbschaft) teilen’{1a}",NYI,NYI,NYI,liv
?*h₂eh₃-{1},believe,"[heth. hāmi, hāsi ‘glauben, akzeptieren’, 2s Prät. hāis{2}",NYI,NYI,NYI,liv
?*h₂elg/g̑ʰ-{1},to freeze,"[lat. algeō, -ēre ‘frieren’{2}",NYI,NYI,NYI,liv
?*h₂endʰ-{1},bloom,[gr. ἀνθῆσαι ‘blühen’{2},NYI,NYI,NYI,liv
?*h₂ent-{1},To initiate,gr. att. ἄττομαι ‘zettle Gewebe an’{2},NYI,NYI,NYI,liv
?*h₂ent-{1},weave fabric,gr. att. ἄττομαι ‘zettle Gewebe an’{2},NYI,NYI,NYI,liv
?*h₂g/g̑er-{1},gather,"[gr. hom. ἀγέροντο ‘versammelten sich’, Ptz. ἀγρόμενοι ‘versammelt’{2}",NYI,NYI,NYI,liv
?*h₂mert-{1},to miss,"[gr. hom. ἤμβροτε, ἅμαρτε ‘verfehlte’{2}",NYI,NYI,NYI,liv
?*h₂mert-{1},to fail,"[gr. hom. ἤμβροτε, ἅμαρτε ‘verfehlte’{2}",NYI,NYI,NYI,liv
?*h₂seu̯t-{1},well up,"[ae. (+) sēoðan ‘sieden, kochen (tr., intr.)’",NYI,NYI,NYI,liv
?*h₂u̯erh₁-{1},sprinkle,heth. hurnēzzi ‘besprengt’{2},NYI,NYI,NYI,liv
?*h₃ei̯gʰ-{1},(go) away,[gr. οἰχνέω ‘gehe’{2},NYI,NYI,NYI,liv
?*h₃ei̯t-{1},to take with,"frühlat. Ipv. oit ‘nimm (mit)!’{2}; [lat. ūtor, -ī ‘gebrauchen’{3}",NYI,NYI,NYI,liv
?*h₃peu̯s-{1},to multiply,[ved. Opt. puṣema ‘möchten wir uns mehren’,NYI,NYI,NYI,liv
?*h₃peu̯s-{1},to become rich with,[ved. Opt. puṣema ‘möchten wir uns mehren’,NYI,NYI,NYI,liv
?*h₃u̯ei̯g-{1},öffnen [UNKNOWN],"gr. οἴγω, hom. Ipf. ἀν-έῳγεν## ‘öffnen’",NYI,NYI,NYI,liv
?*i̯em-{1},stretch out,[ved. ayamur ‘haben ausgestreckt’{3},NYI,NYI,NYI,liv
?*i̯em-{1},reach out,[ved. ayamur ‘haben ausgestreckt’{3},NYI,NYI,NYI,liv
?*i̯eu̯t-{1},awaken,"?[lit. jutaũ ‘fühlte, merkte’",NYI,NYI,NYI,liv
?*kRemH-{1},take a step,ved. ákramit ‘ist geschritten’{3},NYI,NYI,NYI,liv
?*kRend-{1},neigh,ved. akran ‘hat geschrien’{2},NYI,NYI,NYI,liv
?*kRepH-{1},to whine/complain/moan,"[ved. akr̥panta ‘jammerten, sehnten sich’{2}",NYI,NYI,NYI,liv
?*kek-{1},reach for,[skr. (+) čȅkati ‘warten’{3},NYI,NYI,NYI,liv
?*kek-{1},achieve,[skr. (+) čȅkati ‘warten’{3},NYI,NYI,NYI,liv
?*kemp-{1},tremble,"ved. (KS) sam-pra-kampante ‘zittern, sind in erregter Bewegung’{2}",NYI,NYI,NYI,liv
?*kenH-{1},get into joy.,"[ved. 2d Ipv. caniṣṭám RV 7,70,4 ‘erfreut euch!’{2}",NYI,NYI,NYI,liv
?*kh₂ed-{1},(to) squish,[ved. khā́dati ‘kaut’,NYI,NYI,NYI,liv
?*klenk-{1},bend the knees,"aksl. (+) klęčǫ, (klęčati) ‘knien’",NYI,NYI,NYI,liv
?*krei̯p-{1},flip,"[lit. kreipiù, (kreĩpti) ‘wenden, kehren’",NYI,NYI,NYI,liv
?*k/k̑end-{1},to stand out/ excel/ to distinguish oneself,"gr. κέκασται ‘zeichnet sich aus, übertrifft’{3}",NYI,NYI,NYI,liv
?*k/k̑eu̯bh₂-{1},lie down,"[lat. (-)cubuī ‘legte mich hin, lag’{2}",NYI,NYI,NYI,liv
?*keh₁u̯-,wobble,"ksl. po-kyjǫ, (-kъvati) ‘den Kopf schütteln’{1}",NYI,NYI,NYI,liv
?*kei̯t-,to be bright,"ved. cetati ‘glänzt, zeigt sich, zeichnet sich aus’{2}",NYI,NYI,NYI,liv
?*kei̯t-,to shine,"ved. cetati ‘glänzt, zeigt sich, zeichnet sich aus’{2}",NYI,NYI,NYI,liv
?*kei̯t-,to glow,"ved. cetati ‘glänzt, zeigt sich, zeichnet sich aus’{2}",NYI,NYI,NYI,liv
?*kleu̯H-{1},wohin geraten (?) [UNKNOWN],"lit. kliáujuos, (kliáutis) ‘sich zusammenfügen’",NYI,NYI,NYI,liv
?*knei̯bʰ-{1},reflexive,"[lit. knimbù, (knìbti) ‘zusammenknicken’{2}",NYI,NYI,NYI,liv
?*kreh₂-{1},accumulate,"[lett. krãju, (krât) ‘sammeln; erwerben’",NYI,NYI,NYI,liv
?*ku̯ei̯t-{1},erglänzen’ (?) [UNKNOWN],"[aksl. -cvьte, [-cvisę ‘erblühte(n)’",NYI,NYI,NYI,liv
?*ku̯ep-{1},to breathe,"[lit. kvepiù, (kvė̃pti) ‘hauchen’",NYI,NYI,NYI,liv
?*k̑end-{1},Developing self-confidence,"ved. śāśadúr, śāśadrā ‘fühlen sich stark’{3}",NYI,NYI,NYI,liv
?*k̑end-{1},strength,"ved. śāśadúr, śāśadrā ‘fühlen sich stark’{3}",NYI,NYI,NYI,liv
?*k̑eu̯bʰ-{1},become/beautiful,ved. (RV) Ptz. śubhāná- ‘schön’,NYI,NYI,NYI,liv
?*k̑eu̯dʰ-{1},to become clean,"ved. śundhati ‘reinigt, putzt’{2}",NYI,NYI,NYI,liv
?*k̑lei̯s-{1},sticking,"[ved. mā́ ā́ śriṣat RV 1,162,11 ‘soll nicht haften’{2}",NYI,NYI,NYI,liv
?*k̑lei̯s-{1},adhering,"[ved. mā́ ā́ śriṣat RV 1,162,11 ‘soll nicht haften’{2}",NYI,NYI,NYI,liv
?*k̑sed-{1},'zerlegen' → 'auftischen' [UNKNOWN],ved. (AV) kṣadāmahe ‘tischen auf’{2},NYI,NYI,NYI,liv
?*las-{1},be unrestrained,[gr. λιλαίομαι ‘begehre heftig’{2},NYI,NYI,NYI,liv
?*las-{1},be greedy,[gr. λιλαίομαι ‘begehre heftig’{2},NYI,NYI,NYI,liv
?*leh₂dʰ-{1},remain hidden,"[gr. ἔλαθε ‘blieb verborgen, entging jmdm.’",NYI,NYI,NYI,liv
?*leh₂k-,1 'noise',"gr. ἔλακε ‘krachte, kreischte’",NYI,NYI,NYI,liv
?*lei̯k-{1},to be on sale/to offer for sale,"[lat. liceō, -ēre ‘feil sein, erlaubt sein’; [osk. líkítud ‘soll erlaubt sein’",NYI,NYI,NYI,liv
?*lek-{1},move the limbs’ (?),"lit. lekiù, (lė̃kti) ‘fliegen, laufen, stürzen’{2}",NYI,NYI,NYI,liv
?*leu̯d-{1},to crouch,"[an. (+) lúta ‘sich neigen, fallen’{2}",NYI,NYI,NYI,liv
?*leu̯gʰ-{1},lie,"aksl. (+) lъžǫ, (lъgati) ‘lügen’",NYI,NYI,NYI,liv
?*leu̯p-{1},(to) peel,"lit. lupù, (lùpti) ‘(ab)schälen’",NYI,NYI,NYI,liv
?*mei̯k/k̑h₂-,aufblitzen (?) [UNKNOWN],"[lat. micuī ‘zuckte, blitzte auf’",NYI,NYI,NYI,liv
?*mei̯s-{1},to open one's eyes,"ved. miṣáti ‘öffnet die Augen’, ní miṣati ‘schließt die Augen’",NYI,NYI,NYI,liv
?*meu̯s-{1},to close oneself,[gr. ἔμυσε ‘schloß sich’{2},NYI,NYI,NYI,liv
?*mi̯ek̑s-{1},to settle (at/on/in),"ved. ámyak ‘hat sich festgesetzt’ RV 1,169,{32}",NYI,NYI,NYI,liv
?*nei̯d-{1},flow; stream,"ved. (Br.) (áti, prá) nādati ‘fließt über’",NYI,NYI,NYI,liv
?*nerH-{1},to go underground,aksl. po-nrětъ ‘versenkte sich’,NYI,NYI,NYI,liv
?*peh₂u̯-{1},stop; end,"gr. ἔπαυσα ‘beendete’, ἐπαυσάμην ‘hörte auf’",NYI,NYI,NYI,liv
?*pel-{1},flare up,"[aksl. (+) poljǫ, polěti ‘brennen, flammen’{2}",NYI,NYI,NYI,liv
?*pert-{1},get into an argument,jav. parətəṇte ‘sie kämpfen’{2},NYI,NYI,NYI,liv
?*pert-{1},fight,jav. parətəṇte ‘sie kämpfen’{2},NYI,NYI,NYI,liv
?*peu̯k-{1},to exhale,arm. pʽčʽem ‘hauche’{2},NYI,NYI,NYI,liv
?*peu̯k-{1},to wheeze,arm. pʽčʽem ‘hauche’{2},NYI,NYI,NYI,liv
?*peu̯t-{1},inflate,"lit. pučiù, (pū̃sti) ‘blasen, wehen’",NYI,NYI,NYI,liv
?*pleh₂k-{1},to hit (also as a gesture),"[aksl. plačǫ sę, (plakati) ‘sich auf die Brust schlagen, klagen’{2a}",NYI,NYI,NYI,liv
